冽	例側琍準凍咧荊紜洌列硎涮芸裂雲測凝倒惻次耘捌蜊前烈俐冶冷喇冰
匡	框筐玨眶王全汪旺枉司弄狂玥皇閏刁劻屋班斑
灼	釣約怡杓火趵竈勻炮妁勺鈞的昀豹芍勾炎均喲酌
鍰	煖暖湲援媛緩諼爰鋤銅錚助鋼鍋鎰塚鎮胴天勗脊
毀	殼殷般段股投殿穀役骰毅毆殺設燬疫芟沒躲慇磬罄聲馨
瘺	漏雨霍霄雯雪霽霖霎雲霑霜黴零靈霓震雩霏霆霞霪霰霹孀櫺
萊	睞來徠莢苯茉萃葉菊萸茱苗芝芙芥芯昔芋艾葦卒巫夾坐廿椎俎杵枚
踱	踐跆鍍渡踏跋足踩蹉蹣跚蹂蹈蹊蹦跺蹲躇蹶蹬躁躅跎躊躪踫踝蹕跟蹼
孟	盈蜢益盟子扁柵鹽盂皿盆盜錳盒艋盃監盍冊盔盅猛姍
咒	毆冗亢器哭單囂幾肌設凱跺朵芟疫嚴嵐瘋咚佩股咯吭投段殷般飢殼楓
苑	茗範舞怨多栘侈宛爹移夥茅脆桅汐範麥鴛夢圈已己夕矽倦捲扼呃銘
蜘	蟲蚯蝸蛤蟲蝴踟蚓蛔蛄蚊蝓蛉癡蜓蝦蛟蛙蛐蛞蛀蚶蚵蛆蚱蚪蚌虻蠅蜈
籬	離籠敵帷懼暹僱癱龐寵罹藺蒂隹璀摧雌匯催進啼
皎	校狡姣咬鉸絞蛟跤較餃鮫詨傚交效皈郊白的魄皋泉
貴	鋇貸貫槓賃贊員潰賈賀遺貨資費責簣貲匱貢買狽
架	叵加男另保茄駕嘉奩賀伽癖肋叻檗袈迦痂瘸咖呆力喳
鎮	滇慎填縝瞋闐真巔癲顛宜針鋪鈷鋤直銬植值鎔鍰錠銨銅且睿
切	庇徹炤屁貂頃刀枇沼沏岔比砌妣仳紕昭券忿迢叨分初批能匕毗沘昆旨招
漲	湛湧泓悵沒刁涎浸潛脹賬溉瀰溺汛沍渥萇帳汐張長倀污
薩	剷蔭產窿鏟邢防阬笙鄧隆鄴隨橢鄭鄞郵部婀啊耶郎鬱邱祁那邦
柢	胝泜抵低牴砥祗底詆氐婚衹祇紙舐氏昏邸梔極
窩	鍋萵過渦媧堝窘窖禍蝸潸窯窟空穹簾竄竇窠窒窄突究窪竊猾滑
譏	請諾譙議謀謁諂談凱諉饑諜謂諍譟機諳誼讓訟謊嘰識幾譎肌謨璣誡譜諒飢謐誌
伽	咖迦茄痂加劾叻佑另脅肋力男劫助幼協飭劣勇架荔
搭	捨荷褡郃擭拓洽措撿荼搽摸荃哈給拾描瘩鴿合塔恰答 頜
樸	卜槽異橫寨拱撲璞補僕供棋濮林哄模檬共噗榕柑烘恭基洪楛蹼 
郝	赫赤赧赦赭嚇郢郊郎鬱耶邱祁邦那邢鄘鄭鄴郡部郭都郃郵郾邵邸邪鄒
捻	唸稔拎搶念鈐吟羚拖伶岑掄捨拾拴鈴泠撿擒黔今
淘	掏啕陶萄搖榣遙瑤缶謠缽缺缸沁罈淬沱佗沌罐罄罌
孝	字酵丈哮孛孚李存教季考學子好囝仔孕孱籽猛
摟	拂樓髏屢螻擻數簍僂呻押坤婁縷屨砷嘍褸鏤申拽伸抽蔞神
烹	亨享京哼亭亳高亮膏豪毫淳惇逞吼襄了郭遐景哀熟廓圖佔涼掠孰停晾
鑠	爍礫藥樂鉉麼窈機吆玄璣嘰姒似茲畜奚饑鏍譏嬤綵後以幻拗關牀
充	允亮統棄兒迨卞率述遮玄禿育庚母卜唐庸康劃州流梳
惱	瑙腦淄錙緇輜臘邋巡繅獵蠟媲巢災鬣邕篦囪姦
噸	頓擷傾瀕貳澦嶺蘋巔籲癲頹頡碩煩頑頃贛頁鬚
賒	漂貝察糉噤崇貪賠際棕捺購賊蔡敗蒜賀賬貨貶財賂貧標責賦貯賜賻嫖賤淙貽綜膘鏢負瞟
祭	察碳際宗票仁蔡佞滅標禁擦賒不竺三示奈二祟禦
榔	瑯螂廊郎椰梆槨鄉棧橢挪娜哪擲綁嘟琊邶躑弔參晉
寡	煩囂碩頓頒頌頊頡頻頤頂頃顆顯頗領預頑頫頜穎項須頰頭頷頹額題類
旦	晅日坦怛查桓湯袒悍曰昌晝旺垣一閂昊量焊宣是桿旱擔暘曬二但晨捍膽疸
噱	據璩遽豳邃噓唬豚逐豕劇豢豬豭瘧喙擄墟濾號琥
搗	貌拍把啪邈笆藐皁託扒白巴括拆抓扳折皚指鉑插捶耙柏迫怕杷泊肥吧
滴	摘嫡嘀適鏑謫滾商濟沾泣注汶汴六漓潸淑滷淦涉溢滂濠濬涼涪瀘流沆
馭	馱馬馳駐駟駛駒駢駱駁駿駭騙駝騎馴駙騁騷騵驃騾驕驍驛驗驟驢驅
勿	忽刎囫吻易物惕惚錫必蜴賜踢泌剔鉍卑怕笑笮愧
萱	暄渲喧莞薴宣蓿洹菅蓉奭桓晅垣崇荸蕙著苦芰芾宿蕩百棕淙梡
蘸	醮蕉醺薰酉酴蕪焦譙礁樵醋憔酒藺舊薑燕廣蒸蒙煎醫西醣醞醜瞧醉酷
蠻	蚤螯跡融蟲鑾灤巒蛋鸞虺蟹灣奕閩變蜃攣孿蝕彎蠡蜇亦戀弈蝨
迎	抑仰昂泖柳唧啣鉚衣衷節卿聊御腳鯽依姬茆褒
肪	旁枋妨坊仿防膀芳房彷舫紡訪傍滂榜鎊倣淤遊方菸瘀遊
相	霜盲懼督看楣柵眉櫬棚目苜親冒睬廂睏省篡楨箱枕渺湘算想眷
饑	餽機嘰餞璣譏餒飴餵餡餘飾飭餓飪飢饒饅餾館餛餿餚餃餌餉餅蝕飼飽
垃	倍陪潼焙漳憧憶噫泣鐘接億璋菩撞暗培樟拉立粒位昱僮站臆笠音涪妾境
糸	絲縲細糾紀紂約紆紗紋純紐納絆絃絀組紲結絨絢絹綑綏綵維繡
剔	刨刊利釗剌制踢刈刮削剷劑惕易賜判刪刖剎剩錫劃剃刺刎剁刑
嗣	祠詞飼盒司伺萇砠卹叼哈銅桐胴峒恫洞冊皿石刁筒磊
未	宋沬妹味昧朱魅守侏株茱銖木十寐珠硃宇字狩案栽殊蛛跦辣
蓊	嗡翁遢煽榻塌翰瀚蹋羿廖翼翟翌習摺褶濯擢櫂曜
盃	甭盔盡不盅盂否扁益盍孟盟監盪皿冊珊柵姍儘燼
跌	佚趺趴跦迭踵跺足距跚跟秩踝蹼躋跋跑跛軼跤趾跼踫踞蹕跎跆踐踏踩
斕	蘭攔吝文澗閔鍊們諫欄爛嫻煉柬揀燜閑籣憫僩捫潤瀾楝閉闌
套	肆屋瘺刁力喔握渥左雲爻痂叼病疳疽彗疣疢虐奇疝男乓有灰另癖芸壽
盡	燼儘盃侖蠱盔蓋盞瘟篇盧藍盆籃貴蜢蝙褊襤闔盅皿冊磕溘溫溢慍遍隘
思	囤腮慮曳田囫恩蔥心胃忠芯志拽洩勰鰓急怎畏忝恙恕恭息忍患忘忌男
涯	澆捱褂湟王珪卦娃汀奎哇掛圭汙佳涇沅窪畦湮桂蛙崖汪堯潤溼封污汗
棻	芬盼分菜茶忿岔頒汾扮吩份萎剪葉寨盆蕃藥蘗粉
賈	價慄要粟費貴買責貫貢員覆資貲貿質貨贊遷鋇
括	拆扳捶古恬闊搗甜託亂話舐刮扒聒抓舔插千蛞管颳活拍折舌
又	芟扳奴夜板各沒友股返怒叉及建冬投庭反權吳延廷怪桑隻候弩侵杈雙皮疫
偎	喂煨猥餵佞畏佃儡儂僭倀個衰簑娉侮僵俚辱聘佺耨褥表長畫每
逖	逛荻狄誑漪迦猓狸狠狗狙狎狂犯猖狷文猴猶狹狽狼狡狐猜猛猙猥猩狩
泗	泅涸渭四浬淦漯鈿沿溫澴水捆梱錮油沁沐沖汨洪佃汝汕汁汾浴淄潘澤
袈	架裁依袋賀裟裘裝褽襞襲裂裴製駕裳衣癖裔加
陌	陣防院陂限阪奭貊隔陲佰陋弔怕陡帕阿阮除陝陴白阱柏弼百隅隍陽阻拍泊陳伯隊陘 珀阡
級	組終絡約細絀伋吸絳綾糸及紐汲紗紉岌紋紀圾縲紡絆紂紙紼納極絲紲紱純
旁	膀坊防滂鎊舫肪枋徬妨傍菸彷謗倣房遊龍訪磅榜芳紡方螃淤仿瘀
齦	齟齣齪齲齜齡齬齷跟齒艱退銀眼根恨垠齧限狠很痕
盧	膚慮廬蘆瀘爐臚鑪鱸虜驢瘟慍篇盡藍蓋盞籃盆侖虛濾溫遍媼塭顱
駿	馭騾酸梭駁唆馱駙駝浚馳痠騎竣驗馬駟駱俊騵駒駛駢驕駐驍騷峻
鼻	劓鼾息臭贊畫虎斤熄劃溴媳嗅猥唬侃沉哲畏芹斧蚩兄工煨睏琥晰斯喂
猩	惺腥猖醒星猜鏟隆旌狠牲生笙性姓產猥狷狙狂
湄	媚楣眉洎湘帽瑁算省渺自箱篡咱首目廂臬冒纂
誌	詩認譆讀誡誥詮談詫試詰詼諜謂訟譙誼諒請諉諂諍詣謀諾謁諳詆詔講
擱	喀落閣捫露攔雒櫚扳燜憫潤澗嫻僩鉻略格烙胳恪洛咯投們客各
葦	韓度違本緯圍梧幃拿吾悟諱闈笨捂韋缽晤韜衛韌苯圄偉唔
加	叵荔架另男茄幼駕嘉助奩伽賀肋叻勰迦袈劣劫痂咖力勇筋協脅
訏	訐訂語訌訝評訶誣記討訕訊託訑訣訥許訢計訃註詞詁証詐詛訴詳誅詢
制	刖刺削刷刪利劃釗刈剩掣刻刮剁判剎剃剌剋則刑刎剔剛刊劑向奧
繽	臏檳濱嬪儐綜綻殯縮綰縲縯絨縝絲鬢緒糸續繪繚繒繙績縿縊縉編線緩
奔	卉寞奢痲莽寒賁塞寨搴瘩爻大希薴豆晏疸痘痣痰瘁瘓寬瘟瘴癘疝疢戎
劬	包刨咆抱泡勉叻炮胞袍鉋庖苞脅肋砲勛另劫助劻功幼觔勒跑鮑咖拋男
馮	媽嗎瑪碼螞篤闖駑駕罵馬騖驚馭馱馳駐駟駛駒駢駁
錡	畸椅崎倚綺琦犄寄騎奇荷婀啊可柯河坷呵何苛
假	霞芟夜瑕蝦沒浸股遐健又葭豭投促般煆候侵暇疫
翌	羿習翟翠翼翁塌遢榻蓊嗡煽摺翰褶蹋濯擢櫂曜瀚
妣	批沘仳枇毗紕屁庇昆比能妮砌牝叱化皁它尼邶訛傾靴雌齜此死北佗呢
牛	牡牟牝件牢牠牧牯看牲毛生失我物拜特湃牴犄犒犢
麾	魔摩麼磨糜尾靡耄髦氅撬橇耗蘑毛氈嬤麻嘛毯娓
輿	車連庫軍軋褲輦鏈蓮範漣實轟較載運葷暉暈軸渾揮軟軒軏陣軌
一	二仄三左旦丁刁下上於兀士幹不天王且丘本甘石百
誕	誦誹詭諛詢諂涎話誤謎誅詳詻誣訓誑誰誠詖訃蜒設延課謝訛筵譫訊誚詬譴
蔥	聰蕙蕃惹思慮慈萎薰蒐腮傯蕊莠芟董萸茱芯芹懂
毫	蒿京亭毛嵩耗烹牝氈尾嚎牽搞亳毯豪膏篙迭亮哀高逞婷犖臺娓襄停享亨
魷	就鮪鮑鮫鮭鯉疣鯀鱷鯧鰓嵇鯨鯖鯛鰭鱖鱗鯽鰍尤
卮	厄危呃扼配卷已己氾犯妃杞桅脆記軛忌紀跪範範改梔詭
鈹	被波披坡疲跛皴破玻陂彼詖皺皮鈑皰菠簸頗板
噓	墟虛唬噱濾瀘爐臚鑪瘧據擄璩號遽琥驢鱸甘箝廬蘆
吹	嗽砍歉歎玖磴歐飲欲欠次欽灸久疚坎炊畝軟歌欣歡
蒂	啼締蹄帝諦啻席常滿瞞希蹣蓆幕籬巾鈽滯棉錦砸怖佈
汞	工貢攻功江巧槓肛扛釭項佐築紅缸虹訌槓鴻蚩
趺	跌趴足距跚跟踝伕蹼躋趾跋跑跤跦跼踫踞蹕跆踐踏踩蹉蹟踟
噥	濃儂膿穠農嘈澧槽遭漕禮喂醴體樽遵撙糟蹲甚
掩	撩捺怖唏希捧奄摟庵由烯拽佈拋鈽菴醃淹晞鵪俺抽揍
竹	麼八少臼禾白戊必乍牛戶夭壬升才千鬼匕刀幾入
甦	更牲性姓梗埂哽便笙星硬粳產鞭生隆猩惺猜腥醒
托	託
埠	阜塢薛篩墦埤啟垢塊帥獅師坼圻呂宮域培堝榫坑墳追侶味咕吱鋁壎烏
絀	絲細純紀縲糸組紲絆絢紗紋紐納紂紆約糾維繡繩繃紕
乾	榦幹斡廾戟朝斬翰韓麥麩嘲潮廟麴慚漸嶄你仔麵您乞
嶽	獄誑誡荻言漪誧試誠詠逛訕狡訾諮諾謂謨識談課誰獐誌認誚詳詩詼詢
帚	婦掃帶歸刁帝尋啻蒂而叼啼耑耍虐彗雪需慧巾侵伺浸匝
嗎	馭騖驅駁駕馱瑪馮駙媽駝馳驚駑螞馬罵駟駱駒騫篤騰馴駛駢駐闖碼
泣	倍潼焙漳沾垃注接菩暗培拉立粒位昱汶濟站汴笠音涪妾
紕	毗枇沘批妣仳能昆庇屁比絀絲縲繃纔糸緲紗純細紀
嬰	罌嚶櫻瓔纓鸚鋇賽貝贊員賄臢貴責貫貨圓賞賁貧負貞頁賺購賸鎖贈賤
襯	寸霜守盲出孀攬相胤櫬過盹目川親廂討欖對覽時纜村箱付雜湘想
恤	洫血卹懊怕愧謐皿冊盆恬性慍必盪柵姍惚愀惘扁盅向奧
赫	嚇郝赤赭赧赦螫倒鬥小測惻喇琍涮側洌咧例亦鬧鬨廁薊帟前
讖	殲懺籤纖詮譙諭論誡誨試診訟訖誰訥許讀譟譁譜識證譚譏謨謠諦謀諱
障	瘴蟑防陪獐子彰漳憶噫草幛億璋鏡暗樟響章隧阬臆音黯境
壢	瀝靂歷曆賦址止武啃趾祉歧扯歲肯芷企墦穢垣圬怔焉正症
夕	多外名舛弘汐侈栘丸凡歹令宛矽爹茗移麥夥銘
百	佰奭陌宿弼洹曰日一宣垣厚桓晅貊厭渲喧暄萱蓿壓
醋	酣酉醒醴酷醞酩醮醺醜酥酗配酌酊醇醉醃酵酸酪釀釅酴醣
淌	黨膛徜擋掌檔躺常儅嚐趟棠當鐺沙鏜襠堂肖尚消倘噹炯
梱	棵捆睏困綑森棟柙林稞東果番楝樽橾淋痳糰裸彬琳柬木
慫	聳聚傘從慾愆眾恣樅憊應愁筮您悉悠息怎忝忽卒縱蹤俠俎佾驟扒叭八
孵	卵卯鉚卿柳泖即茆聊卹印叩節唧卻卸劉御鯽刷迎抑仰貿留昂孚
御	啣徐卸從微衍銜律復徘術街徹徵衡黴衢徙徠徒很徊徇徉徵往彿彷得徨
嗓	沐嗨泵樑噪沫決淋喋喳渣漆唔湘淞呶口菠品呆
鴒	鵝鳴鳩鴨鴣鴆鴿鵑鵠鶉鵲鶴鷂鷓鳶鴉領鵡鵪鷗鸛鴦鴛鷹
攘	孃壤嚷鑲瓖禳曩讓釀搞掠襄擁拈擅摔犒掖抗撲
蛋	蚤蛔蛀螫蟲蠻融蠶胥楚蛄虺蟹蚱蚌蛐閩蛙蜃蚶蚊濁蝕蚓蛆蠡蜇獨強蚯疋蝨
鄙	鄗部郡郃邵鄱郢啊鄘鄭鄴鄂郾郭都郊郎鬱耶邱祁邦那邢
疲	陂破板皰彼玻菠皺跛被詖披鈹格皴波疼坡簸皮頗 
士	宇十一完佇宗定宣室薴家寅富賓演宜空宸軏軒崇梡淙莞喧傢棕渲嫁暄
阿	婀啊河坷呵柯何蚵奇苛陌軻訶可阮隔阻阪陘陋倚崎椅畸錡弔荷寄
歸	掃婦帚浸侵伺叼帶虐慧彗雪諦啼啃止刁蒂啻帝肯
軀	身窮驅闆躺漚奩櫺歐躬區操躲毆嫗鷗甌嶇橾品嘔兒樞
鰭	鰍魚鰾鱸鮭鮎鯉鱔耆鮮嗜鯛鱖鯧鮪鰱鯨鰓鱗鰥鮑鯖魷鱷鯽鮫鰻
纏	絨縿縲絲結絃紱細糸織繒繙縛綵綏絹紜緘維絰紐紂約綑
迨	胎治擡怡始冶跆遮苔笞臺殆貽飴颱怠或迢造域過遣銘哉名
缺	塊袂罈陶訣鴃瑤搖淘萄缸榣遙缶罐抉快缽掏啕決
浬	娌埋哩俚裡鋰裡狸理鯉潼嘿童黑湩貍渭泅泗喱量墨黛
鈇	扶伕夫芙趺替窺麩錶攆失推鍥輦鈉欽鈿釦規針釙迭錐佚金承
池	弛她地他迆沁也柒牠沌泌洩洵訑馳沐泡洶拖迤
邂	懈解蟹踴煥湧渙換喚瘓觼迢牽勇通迭瓊挈奐尾
弧	呱孤狐瓤瓠瓢瓜瓣菰以姒似弦系係蝨孫吆弘幻縣鯀玄樂關懸
培	倍競陪賠焙垃噫泣接菩璋暗拉立位昱笠涪黯境
靶	靼革鞋勒鞘鞅鞠鞍靴鞣鞦韁韉韃韆肥爬杷把吧鞭芭
侏	跦株銖珠硃茱殊蛛仟誅朱作伯件任俾傀未千俄佚狩倭入宋
膊	博捕敷莆哺蒲輔傅將搏補甫賻圃鋪溥脯縛肘匍浦埔
牖	牌版片牒牘褊淚捩唳蝙遍偏補甫編滬膊僱溥搏博傅鋪誧輔脯蚱浦砟
醃	醃淹掩俺酉醋酵酷酪酩醞醮醺酗配菴庵醇醉酸醒醴釀釅酴醣醜酣酥酌
剎	釗則刈劃刖剃削剌刺制判利刪別刑剩刊劉劑剋刷刻到刮剁剖剜剔剛剝
枚	敉敘畋教敕敦矢矣疾牧玫故改收敝敖啟敞敢散敬敵數
鹿	崑錕篦混焜棍罷琨媲餛塵鏖麂麋麓鑣皆庇毗琵麝偕陛階揩楷麒麗儷灑
犛	釐犖牽牢短眸枚件牟牛敉牲牧牡仃痘奈誇三犁看左湃教敘特牯牴拜物
仿	坊防舫肪旅枋妨傍菸彷倣房遊訪芳紡方旁淤瘀
疣	尤嵇就魷稽疝犬尢爻太蹴畚痠畎吠倏伏疤疢突疾餚臭戾套奄哭痍宏奢
澳	懊噢燠襖奧渙洫洎沃添筋向潘潟溴煥湧湄換喚淚浩洛泊泱制瘓
湛	辰農諶堪佞甚儂斟洋芸勘沍膿淇戡濃其噥污洪
程	逞和呈稱稻秒穢禾稈淫稿穗穡稅稚種秩祕秋秈私梃稠番聖香委秀告
望	呈牽淫妊聖肓造衽任盲窖薰壬浩皓廷燻告逞飪誥酷醺
瀝	涉厲扯曆肯勵企潘址湯啃祉趾靂賦壢澀芷止武歧歲歷
牙	邪雅鴉呀芽穿蚜琊訝辱才撐褥耨材畏表長杗佞柏柞案閉偎喂煨槐
拌	胖捎畔倦勝謄半蜷叛踡賸券卷圈伴抄絆判騰滕捲姅拳眷
害	憲瞎菁割倩情清拓晴嗉嘖轄富合青猜債睛靖漬精蜻豁鯖
糞	戴冀翼異糰米糢糟糕粒粉共糠糖糧選糊潠撰精僎粳粗粕烘料敉籽
廄	發瘢搬緞澱燬鍛飢轂疫芟飯股投節廢殼殿殷般段
釭	肛槓江扛虹缸紅訌工築槓汞攻功佐鴻巧貢項釘蚩
拗	吆姒藥湧勝似礫幼勞坳勢爍窈機鑠茲玄渤奚鋤慟劫嘰畜力幻拋黝筋勗脅
墅	野序予杼妤抒多疇墊夥預舒豫栘侈歿型圭墨爹矛澦移埋矜
蝸	蟲禍過鍋渦媧堝螟蛆蜘蜩蟲蝠蜻蜈螳蛤蚣蜆蛔蛄萵
使	吏仗什佬估史午仲值佇佗倌倥做妻傘侑侏杵便俠佛佃伸夥伐伊伏休倖
偯	停佔僕信伉倍嚷壤孃攘瓖禳鑲儲掠涼晾依住位儕佔曩
良	娘養宴浪痕飧餐饗食饕垠狼銀退根餮釀恨癢琅艮
側	鍘鋇例貸貝貫賃貴賢贊員債賀廁貨資費則賡測倒惻責貲俐貢濺買狽贅
莉	痢俐琍蜊萎蕃荊前莠利薊梨蘇禿簌犁菌秉悸秧喇
居	咕牯葫鋸古湖瑚罟估蛄鈷倨劇姑苦骷枯聖耳固據糊沽胡做
櫻	嚶瓔纓嬰罌鸚鋇相槓楣楨櫬湘貝賽箱廂臢贈欖賸鑽榣滾賺賬賄棚櫃贊
緘	絲箴鹹縲紱絨細組紗紂約紆縿給纏糸緬綞綠維縝縯絢絰繡絆統絀紲繩
狡	餃獐跤交郊較鉸效狄絞膠狹蛟鮫校傚姣詨咬狽皎 
率	卒卜瓜育跎應迨卞碎敏矣瘁述母充遙缶畜豪膺蟀淬逢什遮悴棄午萃摔
泡	抱砲刨沁苞皰劬炮胞跑沌匏咆鉋包袍鮑庖雹飽 
皋	嗥白泉皇帛皁皎皈的皖魄柏迫皓泊拍怕鉑伯皚
蒞	蓓茫蒲萍蕩莎藩範藻位落蔆菠薄倍菸菩僮億泣
癥	徵薇屨履屜屐懲覆樅微桁蹤縱黴往徨循徒徊律徉徇很待彼役
眼	目根退恨垠銀眠眇盹睹睢狠限盯瞭艮痕盼睫睞睥睨跟很睡瞋艱齦眩睬
竣	酸竭菱蔆梭颯意唆鈑返浚痠反鋒立端俊販章竟站鉻音駿妾凌靖童峻
恿	甬痛桶通湧俑蛹誦憊怨用夕舛惠悶急感態忍多名懋舞掬掏栘侈傭汐弘
饒	飭餞飴澆橈嬈繞撓蹺曉餵僥飪燒堯餡蟯飾驍餘餒鐃飩
昱	暗笠煜立拉泣垃位音妾菩倍接涪培粒焙意瘴陪漳僮樟撞憧潼億憶噫諳
眸	牟眩睛目眨睦睬睜瞄瞎瞌賤瞞瞬瞧矚睥盼眇牽戛看犖
個	涸錮箇固估佃古楛做倨枯胡咕姑沽鈷偎儡苦居捨
濤	檮法淺澆泠鑄弱濩瀆壽禱湮瀰溺躊沍疇涅坎儔籌蟯潤琺渥燾堠汐溘治
塚	塚琢啄涿壹豚暖煖場堝媛援湲鍰胴壺蒙塌琿瑤琛稱噎緩堉諼璦填玥坍
崩	朋棚受硼骨崗愛崢朔胴峒舜瞬授溯滑亂睬繃蹦鵬
懍	凜稟懷惇迴悴悸愀啾憧稿逶憶憾擅澶壇檀諉壞羶惦逞悼悅忙禾蓑裹菌
娛	娟奴咯婿努虞茹誤怒又嬋駑氓孃吳好姦絮如弩蜈帑妳始妞呶
徜	淌倘徊躺很徇律徉往徠徒循彿彷趟徙彼徵從徐徬待行徹徵
貫	鋇貸貝側賃貴慣贊員賈賀廁貨資費測惻責貲貢摜濺買狽贅實
弄	王瑛璜玨璞玥珊琪瑾班斑全汪玖旺枉匡玫玟玷珀珪理琳瑰
篾	蔑籮寰夢薨甍還澴遝楞玀愣爵蘿戍環鰥儸囉邏鑼
斫	聽訢昕析近折沂圻祈所斬斯芹匠磊砟新硃碑掀斤
錙	淄輜緇邋臘繅獵巡腦惱蠟巢瑙鬣災邕錨勦剿姦
墳	噴憤賁貯貝賽苜賊髖鋇寬實貫員瞎賤慣損貽填賄貼敗狽財盼則貞負頁
摭	遮拚蔗擴擡找挨庶摻撫械戒弁撼渡鍍拭誡搏踱獷壙曠礦搪捕拔鷓庠度
畚	庵犬畎尤吠伏奚奮疣爻戈因畜莽怠庶度菴或盞希瘟瘤臭哭突戾矣戒牀
蹊	踩溪蹈跚踐跆足蹄踱踴蹣蹦踏蹲躇躊跟跋蹉蹂踹蹟踢踡蹶蹬蹺躁躅跨
頭	碩頡頜頊煩頂頻頤顆頓頌頑項頃顯顱頰頸頷頹穎頫領頗額題顓預頒類
標	漂噤鰾糉察崇縹棕際捺票蔡蒜賒祭襟嫖淙示綜膘驃鏢瞟
厚	享子荸孳遊閑俘浮孽孚李閉字悖悸脖囝好弼遊仔嫻
鉍	泌必祕祕鉤鈍釣密鉋鈞錫勿瑟蜜愧怕謐恭鉑鈿鈔釦針釙吻金匆易忽囫
鉉	炫弦絃眩舷玄畜鑠釙鑲蓄嬤鎬鏍吆以幻玆樂縴爍幼鎚姒鏈似亡麼幾茲
愷	皚嶝澄橙澧燈瞪磴壹禮豈惴證蹬醴體豉巖脰豌逗恰凱頭剴痘豐豆
弩	怒帑努駑吳娛虞奴蜈又誤夷九妳姨沒彆桑疚隻痍雙夜寢反友叉丸怪建
虔	吝虜文虎閔虞抆慮虛紋膚斑虐斐蚊汶處玟雯盧
鏟	產旌腥猩惺醒隆牲生性姓剷星諺薩甥彥甦瀕鎚蘋
凌	陵稜綾菱傻稷後鉻鈑廈憂鋒販瀲反珞賂板返扳各冬蔆
紲	純絲絢約細縲糸絆絀組紗紋紐納紙紂紆紀糾維緙縑繡縐
謐	諜謂論誡誌詢訑講謊謠諦謀諾謁諭諳諼謨譁譜識譎譏譆譙誼諒談請諉
盥	盜盛盅扁盪監盟盔益盍盎盃盂孟柵姍盤盈皿冊跚珊
晾	犒哼惇稿京涼鎬暝停佔驚掠淳嚎顥鯨暗搞昱憬濠璟槁景曩婷就諒影壕偯
迸	耕井拼構姘並送遘鉼胼併媾逆立阱搆駢餅屏溝
陬	趣椰取聶洱弭弔爺附陴陣耶防阡陀茸聞輒隧隨隴陳陡陝陲限陌阿阻阪
樂	牀吆藥似礫幼爍以糸機炫茲鑠玄樑弦奚畜鉉幻幾栽姒
樟	漳璋獐幛障蟑瘴章暗億憶噫臆粒境鏡黯梓草音
隧	燧遂隨障陪阬隴防附陡阱弔陬隊陳陝限陌阻阡隄陶陞除
寐	寢寤莊蔣鏘戕妝壯將狀未妹牆宋安案姚昧魅味沬
粘	佔沾站戰黏帖貼玷
彎	孿巒戀攣變鑾蠻鸞灣灤譏諂絃絮言礫繈絲燮訾譎譙識織磯縲縴謄謎縞
蜇	蟲哲蝨誓蠡融蜃閩蚤虺蛋螫蟹蠻蟲蝕蜜蠱搔蛔蛐蛙蜥蛀蚶蛄蚱蚯蛆逝
杗	亡忘肓妄盲芒忙氓茫案荒玄虻牀宋呆杲採桌樂森丐裊林罔核
戲	逗愷脰瘧痘豈豆碰碘豉磋磁短豐壹登匐詳砝研矽磺磴橙澧燈嶝澄皚豌
雖	雄截雊碓帷唯準雕離雜錐難維雉稚睢進椎淮推惟堆
孚	字仔子李荸籽脖孛悖孝季俘存好錳學孱囝浮孕
顧	頊頻頤頡煩頃願顯題顆頰頷頭頹穎頫頜頗領碩頑頓頒頌須項頂
釅	儼巖釀醋酷酩酉醺醴醮醞醒醇醉醃酵酸酪醣醜酴酥酣酗酌配酊
蛔	蟲蛐蛄蟲蛙蛞蚶蚵蛆蚱蚯蛀蚊蚪蚌虻蠅螺蟈蛟蛛蛭蛾蛻虹螻蛤蚣蝠蝸
粹	碎淬悴誶醉瘁萃翠料粒糙卒傘敉米糉精糕糢糟糝糧粉粕粗籽糊
養	食癢浪娘琅狼良餐飧蒼餮饗饕倉饜瘡苓艮餒槍艱滄搶愴嗆鎗傖
渲	渣晅萱溶演奭濱洹滓桓楦恆沱垣亙汁瀋宣淙暄濘瀉喧
荃	痊佺栓拴銓荼全詮茶荷班斑王玨莓苓蒼篁弄荏筐框
炙	胖熒月胱滕炎然籐籐火傑採疢妥灰朋勝膛爭灸孚羔舀魚焚焦無冗黑受
颼	颳颶颱颺餿瘦叟楓瘋嵐風艘颯諷搜嫂飄凰蝨逮棣肌稻焰陷啗阬役臼幾
好	仔子字囝孚李籽奴妞存孝孛季孱屘妳嫻錳孕奶俘浮猛蜢孟享厚學
俊	酸令含菱梭唆伋鈑浚念痠俯竣偺反鋒販伉俟鉻傻伐駿今凌峻
漢	灘嘆攤癱歎艱難滿瀟洪洋懣湛淇沖漠漕港湔濛濩滌溯庚
馴	駛馱馬駙馳馭駐駟駒駢駁騁釧圳駭騙駝駱騎騷騵騾驍驛驗驥驅
沔	鈣丐汪沍汗汙汀涿湎污河江洹酒源潛亡下茫汴汶沮沾汝泣注泥洱氾
園	遠嬉吉猿玩黠舐袁圉結砥呱桔圯埋轅畦壘袞疇元彫拮薹哀嘻僖裡完周檯
